A,B,f,ANAME,ANFOL,AFNAME,ADESCRIPTION,BNAME,BNFOL,BFNAME,BDESCRIPTION
827151086733635584,727542025336311809,4,dragonduclos,14763,Barbara78,Il est toujours beaucoup plus tard qu'on ne le croit,thierry27200,6117,Titi paparisien,"Liberté, Nation 🇫🇷. Non manipulable. #MacreuxIllégitime #ForceRépublicaine «L’essentiel est sans cesse menacé par l’insignifiant» (René Char)"
276934698,456777022,4,valerieboyer13,75180,,Députée LR des Bouches-du-Rhône / ancienne auditrice à l'IHEDN,JeanMessiha,56076,Jean MESSIHA,"Membre du Bureau National du @RNational_off, Délégué National « Études et Argumentaires ». Venu d’ailleurs, devenu d’ici. Vive la France ! ❤️🇫🇷❤️"
276934698,903009000740052994,4,valerieboyer13,75180,,Députée LR des Bouches-du-Rhône / ancienne auditrice à l'IHEDN,Frederic1L1,15477,,"The truth is out there...
#MAGA #Patriot #Socialismsucks #NoSharia NO DM"
1389044180,827151086733635584,4,justelebonsens,2816,justunpeudebonsens,"Dirigeant de pme, essaye d'être guidé par le bon sens. Modéré par nature, à droite, exaspéré par le sectarisme d'1 gauche idéologue et crétine. Droite où es-tu?",dragonduclos,14763,Barbara78,Il est toujours beaucoup plus tard qu'on ne le croit
827151086733635584,838012831530352640,4,dragonduclos,14763,Barbara78,Il est toujours beaucoup plus tard qu'on ne le croit,FCOUILBAULT1,9037,,"Avocat au Barreau de Paris 
/ Docteur en droit"
528890147,1153273982168313857,4,P_Vardon,24001,Philippe Vardon,IDENTITÉ - DÉMOCRATIE - LOCALISME Engagé et enraciné à #Nice06 • Vice-président @rn_paca • Bureau national @RNational_off • Avec @MLP_officiel @matteosalvinimi,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-"
304858372,1121856729787043842,4,lorquaphilip,3955,Maximus Decimus,"Général des armées romaines, commandant des légions Félix...",stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie."
572122341,727425382169849856,4,tprincedelamour,24367,Napoléon,J'Œuvre au Rassemblement des #Patriotes pour sauver le pays!,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr
276934698,918386641877831681,4,valerieboyer13,75180,,Députée LR des Bouches-du-Rhône / ancienne auditrice à l'IHEDN,linfolibre,24444,,"Le média qui informe. Ni déforme, ni désinforme. 🎙"
17448148,1121856729787043842,4,aurelien_veron,8497,Aurélien Véron,"Candidat à la mairie de Paris Centre (1er, 2e, 3e et 4e arrdt), rassemblement du centre & de la droite avec Rachida Dati - Vice-president d’Objectif France",stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie."
2218023326,1236079362,4,AA_Avocats,10449,Arié Alimi Avocats,AAA est un cabinet d'avocats fondé en 2002 spécialisé en                              #DroitImmobilier #DroitPénal #DroitSocial #DroitDesSociétés #BNdelaLDH,IslamMagfr,2635,IslamMag.fr,"chroniqueur qui parle de la réalité des #musulmans et répond aux nombreuses problématiques rencontrées dans leur quotidien. #Islam, #politique"
827151086733635584,275219597,4,dragonduclos,14763,Barbara78,Il est toujours beaucoup plus tard qu'on ne le croit,dobsky33,10835,David dobsky,A la recherche du thon perdu.
832272924727975937,572122341,4,MoniquePlaza3,3966,Monique Plaza,"féministe universaliste, laïque, républicaine, opposée à l’hyperlibéralisme prédateur et liberticide. Je bloque immédiatement les abonnés qui insultent.",tprincedelamour,24367,Napoléon,J'Œuvre au Rassemblement des #Patriotes pour sauver le pays!
777200017442570244,112754792,4,2emeDB73,446,2eme DB73 #11janvier2020 🇫🇷,"Laïque, Républicain universaliste, hostile à tous les extrémistes politiques ou religieux. Passionné de politique et d’histoire.",Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD"
2986275514,1199820820278849537,4,jaclostermann,10537,Jacques CLOSTERMANN,"""AIME LA FRANCE DANS SON CIEL COMME DANS SON HISTOIRE"".Pilote de Chasse.Officier de réserve.Pilote de Ligne.Gaulliste.""Stat Crux Dum Volvitur Orbis""",DarmonLouise,385,#RachidapourParis,#LesRepublicains membre fondateur @NicolasSarkozy @AgnesEvren @datirachida #RachidapourParis #Municipales2020
1389044180,87886754,4,justelebonsens,2816,justunpeudebonsens,"Dirigeant de pme, essaye d'être guidé par le bon sens. Modéré par nature, à droite, exaspéré par le sectarisme d'1 gauche idéologue et crétine. Droite où es-tu?",ECiotti,150507,Eric Ciotti,"Député, Conseiller Départemental des @AlpesMaritimes, Président de la CNI @lesRepublicains"
1389044180,901893722857766912,4,justelebonsens,2816,justunpeudebonsens,"Dirigeant de pme, essaye d'être guidé par le bon sens. Modéré par nature, à droite, exaspéré par le sectarisme d'1 gauche idéologue et crétine. Droite où es-tu?",Fredodu13007,664,fred 🇫🇷🇫🇷🇷🇺🇮🇹✈️,suis moi et tu verras 🤷🏻‍♂️
826414635783958528,4096090097,4,LeGuillec2019,3019,Carole Le Guillec,"Recenser, étudier, faire connaître le patrimoine : c'est ma mission. l'Inventaire général des monuments et richesses artistiques de la France. ",racinesdavenir,6704,Racines d'Avenir,"Mouvement politique de la jeunesse conservatrice, entrepreneuriale & populaire | Président: @tegnererik |🇫🇷"
2986275514,1204757033179897858,4,jaclostermann,10537,Jacques CLOSTERMANN,"""AIME LA FRANCE DANS SON CIEL COMME DANS SON HISTOIRE"".Pilote de Chasse.Officier de réserve.Pilote de Ligne.Gaulliste.""Stat Crux Dum Volvitur Orbis""",Elyahoudi,123,𝔼𝕝 𝕪𝕒𝕙𝕠𝕦𝕕𝕚,"Plus que sioniste, israélien🇮🇱Persuadé de la réalité du grand remplacement 🇩🇿Soutient les identitaires européens 🇨🇵 Amis et adversaires me reconnaîtront😘"
528890147,826414635783958528,4,P_Vardon,24001,Philippe Vardon,IDENTITÉ - DÉMOCRATIE - LOCALISME Engagé et enraciné à #Nice06 • Vice-président @rn_paca • Bureau national @RNational_off • Avec @MLP_officiel @matteosalvinimi,LeGuillec2019,3019,Carole Le Guillec,"Recenser, étudier, faire connaître le patrimoine : c'est ma mission. l'Inventaire général des monuments et richesses artistiques de la France. "
528890147,827151086733635584,4,P_Vardon,24001,Philippe Vardon,IDENTITÉ - DÉMOCRATIE - LOCALISME Engagé et enraciné à #Nice06 • Vice-président @rn_paca • Bureau national @RNational_off • Avec @MLP_officiel @matteosalvinimi,dragonduclos,14763,Barbara78,Il est toujours beaucoup plus tard qu'on ne le croit
528890147,837182934683627525,4,P_Vardon,24001,Philippe Vardon,IDENTITÉ - DÉMOCRATIE - LOCALISME Engagé et enraciné à #Nice06 • Vice-président @rn_paca • Bureau national @RNational_off • Avec @MLP_officiel @matteosalvinimi,Mazagan_Ft,2688,Tara F,"Liberté d'expression ! Contre le capitalisme mondialiste et ses armes : islam conquérant, immigration massive, UE, écologisme, ""antiracisme"", ""antifascisme""..."
2986275514,1153273982168313857,4,jaclostermann,10537,Jacques CLOSTERMANN,"""AIME LA FRANCE DANS SON CIEL COMME DANS SON HISTOIRE"".Pilote de Chasse.Officier de réserve.Pilote de Ligne.Gaulliste.""Stat Crux Dum Volvitur Orbis""",raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-"
827151086733635584,1389044180,4,dragonduclos,14763,Barbara78,Il est toujours beaucoup plus tard qu'on ne le croit,justelebonsens,2816,justunpeudebonsens,"Dirigeant de pme, essaye d'être guidé par le bon sens. Modéré par nature, à droite, exaspéré par le sectarisme d'1 gauche idéologue et crétine. Droite où es-tu?"
777200017442570244,4820481910,4,2emeDB73,446,2eme DB73 #11janvier2020 🇫🇷,"Laïque, Républicain universaliste, hostile à tous les extrémistes politiques ou religieux. Passionné de politique et d’histoire.",Catherine7515,477,Catherine75,"Trublion permanent
""Le monde ne sera pas détruit par ceux qui font le mal, mais par ceux qui les regardent sans rien faire"" Einstein."
276934698,105165371,4,valerieboyer13,75180,,Députée LR des Bouches-du-Rhône / ancienne auditrice à l'IHEDN,andrebercoff,61853,André Bercoff,Ecriture.Décryptages.Voyages.Plaisirs.Intensités.Réservoir des sens.La lucidité est la blessure la plus proche du soleil (René Char)
528890147,901893722857766912,4,P_Vardon,24001,Philippe Vardon,IDENTITÉ - DÉMOCRATIE - LOCALISME Engagé et enraciné à #Nice06 • Vice-président @rn_paca • Bureau national @RNational_off • Avec @MLP_officiel @matteosalvinimi,Fredodu13007,664,fred 🇫🇷🇫🇷🇷🇺🇮🇹✈️,suis moi et tu verras 🤷🏻‍♂️
276934698,1096981528842829828,4,valerieboyer13,75180,,Députée LR des Bouches-du-Rhône / ancienne auditrice à l'IHEDN,SabrinaOnBoard,2879,Sabrina En Grève ©️,Chaque jour qui passe nous rapproche de la guerre civile 🗺
1394491848,572122341,4,IsabelleSurply,7754,Isabelle SURPLY,"Conseillère régionale RN | 🇫🇷 | Chargée de com' | Resp. 3eme Circo Loire | Candidate à la Mairie de Saint-Chamond (42)| graphiste, musicienne et maman de 4 !",tprincedelamour,24367,Napoléon,J'Œuvre au Rassemblement des #Patriotes pour sauver le pays!
2986275514,2291358116,4,jaclostermann,10537,Jacques CLOSTERMANN,"""AIME LA FRANCE DANS SON CIEL COMME DANS SON HISTOIRE"".Pilote de Chasse.Officier de réserve.Pilote de Ligne.Gaulliste.""Stat Crux Dum Volvitur Orbis""",Henda_Ayari,28387,Henda Ayari,"Écrivain,conférencière,présidente de l'association Libératrices pr la défense des droits des femmes,lutte contre l'islamisme et les discriminations.
J❤la 🇫🇷"
276934698,396790309,4,valerieboyer13,75180,,Députée LR des Bouches-du-Rhône / ancienne auditrice à l'IHEDN,GuillaumeDeKas,3340,Guillaume Fiché 5837 ♦️,"«L’Etat, c’est le + froid de tous les monstres froids: il ment froidement et voici le mensonge qui rampe de sa bouche: Moi l’État, je suis le peuple». Nietzsche"
810329989975605248,904771610967724032,4,Bennikiid,18491,Benni🍃,"• UZUMAKI Naruto,  mythologie, rap et humour •
• Follow et active les • 🔔",RoukiSaliou,17,,Barakallahu feek ❤
4096090097,3337295067,4,racinesdavenir,6704,Racines d'Avenir,"Mouvement politique de la jeunesse conservatrice, entrepreneuriale & populaire | Président: @tegnererik |🇫🇷",CMARTYLUSO1,5535,CMARTYLUSO🎗♌🇵🇹🇫🇷 Z #Matricule158,"Penseur Libre & Transgresseur
ZEN Attitude
Détachement suivant Me. Eckhart
Respect & ALTÉRITÉ
Suivi par @NicolasSarkozy
@DidierMaisto @ivanrioufol"
789773474114011137,727425382169849856,4,ZinebElRhazoui,78676,Zineb El Rhazoui,Fichée L. Marianne Jacques France - Prix Simone Veil 2019.,Olivier_Monteil,12898,Olivier MONTEIL,Conseiller régional RN #Occitanie I Membre du Conseil National du RN I Délégué départemental RN des Hautes-Pyrénées #RN I Officier supérieur I Saint-Cyr
87886754,826414635783958528,4,ECiotti,150507,Eric Ciotti,"Député, Conseiller Départemental des @AlpesMaritimes, Président de la CNI @lesRepublicains",LeGuillec2019,3019,Carole Le Guillec,"Recenser, étudier, faire connaître le patrimoine : c'est ma mission. l'Inventaire général des monuments et richesses artistiques de la France. "
2986275514,528890147,4,jaclostermann,10537,Jacques CLOSTERMANN,"""AIME LA FRANCE DANS SON CIEL COMME DANS SON HISTOIRE"".Pilote de Chasse.Officier de réserve.Pilote de Ligne.Gaulliste.""Stat Crux Dum Volvitur Orbis""",P_Vardon,24001,Philippe Vardon,IDENTITÉ - DÉMOCRATIE - LOCALISME Engagé et enraciné à #Nice06 • Vice-président @rn_paca • Bureau national @RNational_off • Avec @MLP_officiel @matteosalvinimi
3337295067,4096090097,4,CMARTYLUSO1,5535,CMARTYLUSO🎗♌🇵🇹🇫🇷 Z #Matricule158,"Penseur Libre & Transgresseur
ZEN Attitude
Détachement suivant Me. Eckhart
Respect & ALTÉRITÉ
Suivi par @NicolasSarkozy
@DidierMaisto @ivanrioufol",racinesdavenir,6704,Racines d'Avenir,"Mouvement politique de la jeunesse conservatrice, entrepreneuriale & populaire | Président: @tegnererik |🇫🇷"
1199820820278849537,2986275514,4,DarmonLouise,385,#RachidapourParis,#LesRepublicains membre fondateur @NicolasSarkozy @AgnesEvren @datirachida #RachidapourParis #Municipales2020,jaclostermann,10537,Jacques CLOSTERMANN,"""AIME LA FRANCE DANS SON CIEL COMME DANS SON HISTOIRE"".Pilote de Chasse.Officier de réserve.Pilote de Ligne.Gaulliste.""Stat Crux Dum Volvitur Orbis"""
572122341,1394491848,4,tprincedelamour,24367,Napoléon,J'Œuvre au Rassemblement des #Patriotes pour sauver le pays!,IsabelleSurply,7754,Isabelle SURPLY,"Conseillère régionale RN | 🇫🇷 | Chargée de com' | Resp. 3eme Circo Loire | Candidate à la Mairie de Saint-Chamond (42)| graphiste, musicienne et maman de 4 !"
1199820820278849537,3337295067,4,DarmonLouise,385,#RachidapourParis,#LesRepublicains membre fondateur @NicolasSarkozy @AgnesEvren @datirachida #RachidapourParis #Municipales2020,CMARTYLUSO1,5535,CMARTYLUSO🎗♌🇵🇹🇫🇷 Z #Matricule158,"Penseur Libre & Transgresseur
ZEN Attitude
Détachement suivant Me. Eckhart
Respect & ALTÉRITÉ
Suivi par @NicolasSarkozy
@DidierMaisto @ivanrioufol"
1096981528842829828,572122341,4,SabrinaOnBoard,2879,Sabrina En Grève ©️,Chaque jour qui passe nous rapproche de la guerre civile 🗺,tprincedelamour,24367,Napoléon,J'Œuvre au Rassemblement des #Patriotes pour sauver le pays!
1199820820278849537,3373762791,4,DarmonLouise,385,#RachidapourParis,#LesRepublicains membre fondateur @NicolasSarkozy @AgnesEvren @datirachida #RachidapourParis #Municipales2020,GWGoldnadel,89338,G-William Goldnadel,"Avocat, essayiste, président d'Avocats sans frontières. Chroniqueur au Figaro et aux @GG_RMC . Fondateur de @GoldnadelTv et décodeur patenté de France Inter"
940321164517429248,708382559403712514,4,Wyatmagazine,252,Wyat Magazine,Young. Black. Connected,Yassa_Poulet,3408,Yassa Poulet 🇸🇳🇱🇧,Nana 🏳️‍🌈🧕🏾 DICTATOR OF TASTE https://instagram.com/jus_de_bissap?igshid=xicllt4p6w9w
789420103787958272,4820481910,4,patrick_edery,24910,Patrick Edery,"Editorialiste🇫🇷 à Tygodnik Solidarnosc-portal Tysol, l'hebdomadaire & site d'information du syndicat polonais ""Solidarité"".",Catherine7515,477,Catherine75,"Trublion permanent
""Le monde ne sera pas détruit par ceux qui font le mal, mais par ceux qui les regardent sans rien faire"" Einstein."
1199820820278849537,1121856729787043842,4,DarmonLouise,385,#RachidapourParis,#LesRepublicains membre fondateur @NicolasSarkozy @AgnesEvren @datirachida #RachidapourParis #Municipales2020,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie."
2796092197,705746188063084544,4,52Fabienne,2255,,Le réel est reporté à une date ultérieure. Philippe Muray,VigilanceIslam,2125,,None
1199820820278849537,528890147,4,DarmonLouise,385,#RachidapourParis,#LesRepublicains membre fondateur @NicolasSarkozy @AgnesEvren @datirachida #RachidapourParis #Municipales2020,P_Vardon,24001,Philippe Vardon,IDENTITÉ - DÉMOCRATIE - LOCALISME Engagé et enraciné à #Nice06 • Vice-président @rn_paca • Bureau national @RNational_off • Avec @MLP_officiel @matteosalvinimi
2877116435,827151086733635584,4,YannickMartin9,1562,YM 🇫🇷🇪🇸🇮🇱✝️🔯,l'important n'est pas ce que l'on dit mais ce que l'autre comprend,dragonduclos,14763,Barbara78,Il est toujours beaucoup plus tard qu'on ne le croit
2986275514,840670437050875904,4,jaclostermann,10537,Jacques CLOSTERMANN,"""AIME LA FRANCE DANS SON CIEL COMME DANS SON HISTOIRE"".Pilote de Chasse.Officier de réserve.Pilote de Ligne.Gaulliste.""Stat Crux Dum Volvitur Orbis""",BBR4369,7647,BBR#JaimeMaFrance ✊🇫🇷❤️,"A Tous Mes Ennemis, ne me Jugez pas.
Que feriez-vous à ma Place?#JaimeMaFrance #LesRiensDeFrance #CouleursPatriotes #JaimeMonPatrimoineDeFrance"
1904828864,276934698,4,cvirikgazouille,1383,,None,valerieboyer13,75180,,Députée LR des Bouches-du-Rhône / ancienne auditrice à l'IHEDN
2986275514,837182934683627525,4,jaclostermann,10537,Jacques CLOSTERMANN,"""AIME LA FRANCE DANS SON CIEL COMME DANS SON HISTOIRE"".Pilote de Chasse.Officier de réserve.Pilote de Ligne.Gaulliste.""Stat Crux Dum Volvitur Orbis""",Mazagan_Ft,2688,Tara F,"Liberté d'expression ! Contre le capitalisme mondialiste et ses armes : islam conquérant, immigration massive, UE, écologisme, ""antiracisme"", ""antifascisme""..."
1199820820278849537,534314524,4,DarmonLouise,385,#RachidapourParis,#LesRepublicains membre fondateur @NicolasSarkozy @AgnesEvren @datirachida #RachidapourParis #Municipales2020,didiercombier,1496,,"""Une certaine idée de la France."" ""Определенная идея Франции"".   LES PREUX, nous les Français qui résistons à ce que veulent nous imposer l'UE et la Finance🇫🇷✝️"
572122341,1121856729787043842,4,tprincedelamour,24367,Napoléon,J'Œuvre au Rassemblement des #Patriotes pour sauver le pays!,stephaneworld,270,𝑺𝑻𝑬𝑭𝑭 ✞,"La France ⚜, mon royaume, terre de mes ancêtres. Mon ennemi la « République » : régime capitaliste anti-France, créé par la Franc-maçonnerie et la bourgeoisie."
572122341,1153273982168313857,4,tprincedelamour,24367,Napoléon,J'Œuvre au Rassemblement des #Patriotes pour sauver le pays!,raslecul2207,3155,Rachid,"Retraité des mines de charbon de Lorraine - Athée #NPA #LO #PCF #FI Non seulement je ne suis pas modéré, mais j'essaierai de ne jamais l'être. -Che Guevara-"
826324482272944128,494593786,3,imedmagroune2,5740,Imed Magroune #11Janvier2020🇫🇷,"IT Engineer. IoT Designer. In science I trust.
Et accessoirement fiché L.",__Verlaine__,32976,Verlaine,"Blogueur | #France 🇫🇷 au ❤ | #Kto | #Conservateur | Team #BleuBlancBlack |
#Rugby🏉 #VietVoDao🥋 | #StopExcision #LigueCancer #AideSDF | #NatureAmazing |"
826324482272944128,112754792,3,imedmagroune2,5740,Imed Magroune #11Janvier2020🇫🇷,"IT Engineer. IoT Designer. In science I trust.
Et accessoirement fiché L.",Valeurs,145860,Valeurs actuelles ن,"L'hebdo de la droite qui s'assume.
💻Facebook : https://bit.ly/2Q8mX3B
📸 Instagram : https://bit.ly/32AAWoD"
2986275514,456777022,3,jaclostermann,10537,Jacques CLOSTERMANN,"""AIME LA FRANCE DANS SON CIEL COMME DANS SON HISTOIRE"".Pilote de Chasse.Officier de réserve.Pilote de Ligne.Gaulliste.""Stat Crux Dum Volvitur Orbis""",JeanMessiha,56076,Jean MESSIHA,"Membre du Bureau National du @RNational_off, Délégué National « Études et Argumentaires ». Venu d’ailleurs, devenu d’ici. Vive la France ! ❤️🇫🇷❤️"
